1,2,3
-366.75162922101543,0.008838426292850428,-589.1304432979076
-478.8070234367901,0.008838426292850428,-769.1303091702916
-355.6747910685501,0.008838426292850428,-571.3371956306464
-460.7520548056839,0.008838426292850428,-741.1375465762093
-344.30037517923796,0.008838426292850428,-551.5559143314777
-442.2331837440232,0.008838426292850428,-711.9408584701588
-334.9496968302951,0.008838426292850428,-539.2276822982816
-269.85051699184396,0.008838426292850428,-433.4736154744393
-225.36670430038308,0.008838426292850428,-361.52267746827505
-193.890749503508,0.008838426292850428,-311.4558576030993
-170.15633208530875,0.008838426292850428,-273.7030582517909
-190.99674266912342,0.008838426292850428,-307.2256667971684
-217.31809195072134,0.008833915176770533,-349.08830294637903
-187.68011262961016,0.008833915176770533,-301.47941860962226
-213.36593398380535,0.008833915176770533,-342.7397651635259
-184.9742894856201,0.008833915176770533,-297.5383173209427
-209.8415891810615,0.008833915176770533,-337.5383331516424
-181.8530833585662,0.008833915176770533,-290.0583840325354
-205.59331029196036,0.008833915176770533,-329.80312791568406
-179.0724839089912,0.008833915176770533,-287.6525785361563
-202.0460487622381,0.008833915176770533,-324.1127776490532
-296.7191840380896,0.008833915176770533,-475.9829727406174
-366.75162922101543,0.008833915176770533,-589.1304432979076
-479.4616429233489,0.008833915176770533,-771.2326445586277
-355.6747910685501,0.008833915176770533,-571.3371956306464
-460.12292676292225,0.008833915176770533,-739.1171632724084
-345.2457201987634,0.008833915176770533,-554.5844871075709
-442.8394386633495,0.008833915176770533,-711.3538810002544
-334.9496968302951,0.008833915176770533,-537.3105649798042
-426.22040599283224,0.008833915176770533,-683.722747974187
-326.11615114393084,0.008833915176770533,-525.7248686458233
-411.88825858982955,0.008833915176770533,-661.635540345474
-894.6688226799097,0.008833915176770533,-1439.1094935406334
-2072.423972243195,0.008833915176770533,-3333.574321012655
6584.449858039497,0.008833915176770533,10591.342919565557
-1766.2372203440566,0.008833915176770533,-2844.936469257903
14822.142605888965,0.008833915176770533,23874.51332489794
-1535.193441334791,0.008833915176770533,-2469.4181800461038
-59549.425184587715,0.008833915176770533,-95657.05088112933
-1359.0029649366047,0.008833915176770533,-2178.2772081355097
512.0783467196688,0.008833915176770533,819.6662137857346
386.84675648450525,0.008829423382951687,621.4101941963919
535.1311739923884,0.008829423382951687,859.6064492645492
869.7149766150304,0.008829423382951687,1389.1010000122965
2312.5901314403823,0.008829423382951687,3719.890900920481
-3496.4786340254623,0.008829423382951687,-5624.221464558945
-994.576493334592,0.008829423382951687,-1599.814855873489
-579.3944842830344,0.008829423382951687,-935.3037824609685
-408.58612295152477,0.008829423382951687,-657.2266223687014
-315.45450773712344,0.008829423382951687,-507.42080796426944
-257.18102226972815,0.008855432153697577,-414.2499439082441
-216.8271719601648,0.008855432153697577,-349.250667990886
-187.38282252275926,0.008855432153697577,-301.8236844785971
-164.9507623639902,0.008855432153697577,-265.69162628664157
-147.09052715520005,0.008855432153697577,-236.60081660706126
-162.66339729361638,0.008855432153697577,-262.00729202380364
-145.4633679420557,0.008855432153697577,-234.30263819195352
-160.43823028178855,0.008855432153697577,-258.4231422226204
-143.48169429425207,0.008855432153697577,-230.7958690117769
-158.05579484096862,0.008855432153697577,-254.2388748759696
-141.93715283092152,0.008855432153697577,-228.62284736172757
-128.64071922345695,0.008855432153697577,-205.74407626668088
-117.44593246817111,0.008855432153697577,-187.58359534508403
-108.15608236671895,0.008855432153697577,-172.74592965819824
-100.35554745746838,0.008855432153697577,-161.0742555434541
-93.35529474687812,0.008855432153697577,-150.701400614059
-87.36449644199371,0.008855432153697577,-140.52918022946693
-82.3156945542995,0.008855432153697577,-132.76921464679583
-77.40795420678948,0.008855432153697577,-124.95795925942615
-73.3274547821497,0.008855432153697577,-118.5323651339342
-69.46792307877305,0.008855432153697577,-112.14054150978835
-66.07188464204815,0.008855432153697577,-106.2791884930945
-62.988125077665664,0.008855432153697577,-101.68034600496169
-60.258912517285935,0.008855432153697577,-97.4073277504715
-57.59965975007911,0.008855432153697577,-92.98186485047158
-55.3087048083616,0.008855432153697577,-89.40541592377227
-57.391032759449054,0.008855432153697577,-92.44162688063298
-55.04293777902412,0.008855432153697577,-88.65947295128082
-57.18444755078803,0.008855432153697577,-92.23434525381712
-54.77966771029764,0.008855432153697577,-88.55023802807939
-56.74357518353219,0.008855432153697577,-91.27424100847857
-54.44323102337284,0.008855432153697577,-87.57404822722138
-52.39187509976823,0.008855432153697577,-84.38931896990651
-50.42185121652639,0.008855432153697577,-81.21613661014851
-48.59203184836936,0.008855432153697577,-78.26878628106286
-46.95319763039683,0.008855432153697577,-76.00229609627641
-45.36018172134484,0.008855432153697577,-73.423709910115
-43.808564653620074,0.008855432153697577,-70.81566920526114
-42.412752531990726,0.008855432153697577,-68.31561754562416
-41.15862497776882,0.008855432153697577,-66.38586169780346
-39.81104107909832,0.008855432153697577,-64.0376033145444
